pk,cod_comuna,comuna,fecha,violencia_o_intimidacion,sorpresa,fuerza,vehiculo,acce_vehiculo,lugar_habitado,lugar_no_habitado,otros_robos_fuerza,hurtos,lesiones,lesiones_leves,lesiones_graves,homicidios,violacion
11768,7301,Curicó,1/8/10,6,2,20,0,4,8,4,4,102,19,17,2,0,0
11769,7301,Curicó,1/9/10,2,1,20,1,3,10,2,4,88,18,12,6,0,0
11770,7301,Curicó,1/10/10,4,2,8,0,1,2,4,1,81,18,13,5,0,0
11771,7301,Curicó,1/11/10,3,3,9,0,0,4,3,2,97,29,23,6,0,0
11772,7301,Curicó,1/12/10,3,2,7,0,1,4,1,1,94,31,26,5,0,0
11773,7301,Curicó,1/1/11,7,2,16,1,1,8,6,0,69,17,13,4,0,0
11774,7301,Curicó,1/2/11,4,0,12,0,0,5,5,2,101,11,9,2,0,0
11775,7301,Curicó,1/3/11,2,1,11,1,0,4,6,0,96,23,23,0,0,0
11776,7301,Curicó,1/4/11,6,1,11,0,0,6,4,1,106,21,15,6,1,0
11777,7301,Curicó,1/5/11,2,5,9,1,2,3,3,0,98,18,17,1,0,0
11778,7301,Curicó,1/6/11,6,3,16,1,2,5,6,2,103,20,19,1,0,0
11779,7301,Curicó,1/7/11,9,0,6,0,3,3,0,0,83,18,18,0,0,0
11780,7301,Curicó,1/8/11,8,1,14,1,1,5,6,1,110,20,16,4,0,0
11781,7301,Curicó,1/9/11,5,0,14,0,1,3,9,1,91,23,19,4,0,0
11782,7301,Curicó,1/10/11,4,0,18,0,2,10,6,0,101,17,13,4,0,0
11783,7301,Curicó,1/11/11,2,1,12,0,6,2,4,0,76,24,21,3,0,0
11784,7301,Curicó,1/12/11,3,1,15,2,3,4,6,0,89,30,25,5,0,0
11785,7301,Curicó,1/1/12,1,1,13,1,4,2,4,2,99,16,12,4,0,0
11786,7301,Curicó,1/2/12,3,1,16,0,2,2,12,0,94,22,16,6,0,0
11787,7301,Curicó,1/3/12,5,1,13,2,2,4,5,0,119,17,11,6,1,0
11788,7301,Curicó,1/4/12,10,1,15,1,4,3,7,0,93,11,11,0,0,0
11789,7301,Curicó,1/5/12,2,1,15,2,0,4,9,0,94,10,9,1,1,0
11790,7301,Curicó,1/6/12,4,2,10,1,2,2,5,0,100,17,13,4,0,0
11791,7301,Curicó,1/7/12,5,3,14,3,2,2,7,0,112,11,10,1,0,0
11792,7301,Curicó,1/8/12,3,1,19,2,3,7,6,1,113,24,18,6,0,1
11793,7301,Curicó,1/9/12,10,4,15,0,2,5,7,1,73,12,9,3,0,1
11794,7301,Curicó,1/10/12,8,0,12,1,2,7,2,0,106,15,14,1,0,0
11795,7301,Curicó,1/11/12,1,1,12,4,2,3,2,1,96,10,6,4,1,1
11796,7301,Curicó,1/12/12,4,1,13,0,2,5,6,0,92,27,20,7,1,0
11797,7301,Curicó,1/1/13,5,0,14,0,5,5,4,0,68,19,17,2,1,0
11798,7301,Curicó,1/2/13,4,0,12,0,1,4,6,1,66,14,13,1,0,1
11799,7301,Curicó,1/3/13,4,2,10,1,2,3,3,1,113,17,15,2,0,1
11800,7301,Curicó,1/4/13,3,1,13,1,1,5,6,0,74,17,14,3,0,0
11801,7301,Curicó,1/5/13,7,1,8,1,4,2,1,0,55,20,15,5,0,0
11802,7301,Curicó,1/6/13,8,1,11,1,3,4,3,0,78,20,15,5,0,0
11803,7301,Curicó,1/7/13,10,3,21,2,6,7,6,0,84,15,12,3,0,0
11804,7301,Curicó,1/8/13,9,2,13,1,3,2,7,0,95,16,15,1,0,0
11805,7301,Curicó,1/9/13,6,0,14,1,1,7,5,0,83,23,19,4,0,1
11806,7301,Curicó,1/10/13,9,6,16,2,2,4,8,0,87,16,14,2,0,0
11807,7301,Curicó,1/11/13,9,4,15,0,5,5,5,0,77,19,13,6,0,2
11808,7301,Curicó,1/12/13,4,2,14,0,6,3,5,0,82,17,10,7,0,0
11809,7301,Curicó,1/1/14,5,0,13,1,3,6,3,0,71,13,10,3,0,1
11810,7301,Curicó,1/2/14,4,1,13,0,3,1,9,0,72,24,20,4,0,0
11811,7301,Curicó,1/3/14,3,3,11,0,7,2,2,0,75,18,14,4,1,1
11812,7301,Curicó,1/4/14,5,2,6,0,1,1,4,0,98,13,11,2,0,1
11813,7301,Curicó,1/5/14,9,2,14,0,0,6,7,1,78,21,20,1,0,0
11814,7301,Curicó,1/6/14,1,1,22,1,4,9,7,1,87,20,16,4,1,1
11815,7301,Curicó,1/7/14,4,2,14,1,2,7,3,1,95,16,15,1,0,0
11816,7301,Curicó,1/8/14,5,4,18,1,2,4,11,0,115,12,8,4,0,1
11817,7301,Curicó,1/9/14,7,1,11,0,3,4,3,1,80,21,19,2,1,0
11818,7301,Curicó,1/10/14,5,3,16,0,6,8,2,0,123,19,15,4,0,0
11819,7301,Curicó,1/11/14,4,2,12,0,1,8,3,0,101,14,13,1,0,0
11820,7301,Curicó,1/12/14,5,0,11,0,1,4,6,0,80,19,18,1,0,1
11821,7301,Curicó,1/1/15,4,1,10,1,3,3,3,0,81,19,14,5,0,0
11822,7301,Curicó,1/2/15,3,1,9,1,2,4,2,0,77,12,11,1,0,0
11823,7301,Curicó,1/3/15,3,2,13,0,1,4,8,0,103,20,16,4,0,0
11824,7301,Curicó,1/4/15,4,3,16,0,3,5,8,0,79,13,8,5,2,0
11825,7301,Curicó,1/5/15,3,4,16,0,1,11,4,0,99,15,14,1,0,0
11826,7301,Curicó,1/6/15,2,1,11,0,1,5,5,0,106,9,6,3,0,1
11827,7301,Curicó,1/7/15,2,2,15,0,2,8,5,0,88,17,17,0,0,0
11828,7301,Curicó,1/8/15,5,3,12,0,0,5,7,0,117,18,11,7,0,0
11829,7301,Curicó,1/9/15,2,1,15,1,3,7,4,0,87,21,17,4,0,0
11830,7301,Curicó,1/10/15,7,3,16,0,3,10,3,0,106,13,9,4,0,0
11831,7301,Curicó,1/11/15,5,5,15,0,0,8,6,1,95,14,10,4,0,0
11832,7301,Curicó,1/12/15,4,1,7,0,2,3,2,0,94,19,16,3,0,0
11833,7301,Curicó,1/1/16,5,3,19,0,6,8,5,0,59,17,14,3,1,0
11834,7301,Curicó,1/2/16,5,2,11,0,2,4,5,0,78,12,9,3,1,0
11835,7301,Curicó,1/3/16,7,8,6,0,0,4,2,0,87,17,15,2,0,0
11836,7301,Curicó,1/4/16,0,0,22,1,6,6,8,1,88,14,13,1,0,0
11837,7301,Curicó,1/5/16,1,2,17,4,2,3,7,1,84,17,15,2,0,0
11838,7301,Curicó,1/6/16,3,0,11,0,1,3,7,0,76,15,13,2,1,0
11839,7301,Curicó,1/7/16,2,1,10,1,1,5,3,0,84,18,14,4,1,0
11840,7301,Curicó,1/8/16,2,3,16,0,3,6,7,0,98,8,7,1,0,0
11841,7301,Curicó,1/9/16,1,3,17,0,2,9,6,0,87,10,8,2,0,0
11842,7301,Curicó,1/10/16,2,1,5,0,1,2,2,0,104,10,9,1,1,0
11843,7301,Curicó,1/11/16,4,2,9,0,1,4,4,0,83,15,12,3,0,0
11844,7301,Curicó,1/12/16,4,2,11,1,0,4,5,1,96,9,6,3,0,1
11845,7301,Curicó,1/1/17,5,2,13,0,1,3,9,0,89,11,9,2,0,1
11846,7301,Curicó,1/2/17,1,1,18,4,3,5,5,1,69,9,9,0,0,0
11847,7301,Curicó,1/3/17,4,2,11,0,1,6,4,0,81,18,18,0,0,0
11848,7301,Curicó,1/4/17,3,2,9,1,0,4,4,0,68,7,7,0,0,0
11849,7301,Curicó,1/5/17,4,2,11,0,0,6,5,0,80,9,9,0,0,0
11850,7301,Curicó,1/6/17,2,2,11,0,2,7,2,0,62,7,5,2,0,0
11851,10205,Dalcahue,1/1/05,1,0,0,0,0,0,0,0,0,1,0,1,0,0
11852,10205,Dalcahue,1/2/05,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11853,10205,Dalcahue,1/3/05,0,0,2,0,0,2,0,0,2,2,0,2,0,0
11854,10205,Dalcahue,1/4/05,0,0,1,0,0,1,0,0,0,1,1,0,0,0
11855,10205,Dalcahue,1/5/05,2,0,0,0,0,0,0,0,0,1,0,1,0,0
11856,10205,Dalcahue,1/6/05,0,0,1,0,0,1,0,0,2,1,0,1,0,0
11857,10205,Dalcahue,1/7/05,0,0,1,0,0,0,1,0,0,1,0,1,0,1
11858,10205,Dalcahue,1/8/05,1,0,0,0,0,0,0,0,0,3,3,0,0,0
11859,10205,Dalcahue,1/9/05,0,0,0,0,0,0,0,0,0,5,2,3,0,0
11860,10205,Dalcahue,1/10/05,0,0,0,0,0,0,0,0,0,2,1,1,0,0
11861,10205,Dalcahue,1/11/05,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11862,10205,Dalcahue,1/12/05,0,2,0,0,0,0,0,0,2,3,3,0,0,0
11863,10205,Dalcahue,1/1/06,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11864,10205,Dalcahue,1/2/06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11865,10205,Dalcahue,1/3/06,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11866,10205,Dalcahue,1/4/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11867,10205,Dalcahue,1/5/06,0,0,0,0,0,0,0,0,1,2,0,2,0,0
11868,10205,Dalcahue,1/6/06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11869,10205,Dalcahue,1/7/06,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11870,10205,Dalcahue,1/8/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11871,10205,Dalcahue,1/9/06,0,0,0,0,0,0,0,0,0,2,1,1,0,0
11872,10205,Dalcahue,1/10/06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11873,10205,Dalcahue,1/11/06,0,0,1,0,0,1,0,0,1,0,0,0,0,0
11874,10205,Dalcahue,1/12/06,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11875,10205,Dalcahue,1/1/07,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11876,10205,Dalcahue,1/2/07,0,0,0,0,0,0,0,0,0,2,0,2,0,0
11877,10205,Dalcahue,1/3/07,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11878,10205,Dalcahue,1/4/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11879,10205,Dalcahue,1/5/07,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11880,10205,Dalcahue,1/6/07,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11881,10205,Dalcahue,1/7/07,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11882,10205,Dalcahue,1/8/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11883,10205,Dalcahue,1/9/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11884,10205,Dalcahue,1/10/07,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11885,10205,Dalcahue,1/11/07,0,0,1,0,0,0,1,0,0,1,0,1,0,0
11886,10205,Dalcahue,1/12/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11887,10205,Dalcahue,1/1/08,0,0,1,0,0,1,0,0,1,2,0,2,0,0
11888,10205,Dalcahue,1/2/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11889,10205,Dalcahue,1/3/08,0,0,0,0,0,0,0,0,0,2,2,0,0,0
11890,10205,Dalcahue,1/4/08,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11891,10205,Dalcahue,1/5/08,0,0,0,0,0,0,0,0,0,2,0,2,0,0
11892,10205,Dalcahue,1/6/08,0,0,0,0,0,0,0,0,1,3,2,1,0,0
11893,10205,Dalcahue,1/7/08,0,0,0,0,0,0,0,0,0,2,2,0,0,0
11894,10205,Dalcahue,1/8/08,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11895,10205,Dalcahue,1/9/08,0,0,0,0,0,0,0,0,0,1,0,1,1,0
11896,10205,Dalcahue,1/10/08,0,0,0,0,0,0,0,0,2,3,0,3,0,0
11897,10205,Dalcahue,1/11/08,0,0,1,0,0,1,0,0,1,0,0,0,0,0
11898,10205,Dalcahue,1/12/08,0,0,0,0,0,0,0,0,0,2,0,2,0,0
11899,10205,Dalcahue,1/1/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11900,10205,Dalcahue,1/2/09,0,0,0,0,0,0,0,0,1,1,0,1,0,0
11901,10205,Dalcahue,1/3/09,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11902,10205,Dalcahue,1/4/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11903,10205,Dalcahue,1/5/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11904,10205,Dalcahue,1/6/09,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11905,10205,Dalcahue,1/7/09,0,0,0,0,0,0,0,0,1,1,1,0,0,0
11906,10205,Dalcahue,1/8/09,0,1,2,0,0,1,1,0,1,1,1,0,0,0
11907,10205,Dalcahue,1/9/09,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11908,10205,Dalcahue,1/10/09,0,0,0,0,0,0,0,0,2,1,0,1,0,0
11909,10205,Dalcahue,1/11/09,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11910,10205,Dalcahue,1/12/09,0,0,1,0,0,0,1,0,0,1,0,1,0,0
11911,10205,Dalcahue,1/1/10,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11912,10205,Dalcahue,1/2/10,0,0,1,0,0,0,1,0,0,3,0,3,0,0
11913,10205,Dalcahue,1/3/10,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11914,10205,Dalcahue,1/4/10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11915,10205,Dalcahue,1/5/10,1,0,1,0,0,0,0,1,0,1,0,1,0,0
11916,10205,Dalcahue,1/6/10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11917,10205,Dalcahue,1/7/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11918,10205,Dalcahue,1/8/10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11919,10205,Dalcahue,1/9/10,1,0,0,0,0,0,0,0,1,1,1,0,0,0
11920,10205,Dalcahue,1/10/10,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11921,10205,Dalcahue,1/11/10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11922,10205,Dalcahue,1/12/10,0,0,0,0,0,0,0,0,1,3,0,3,0,0
11923,10205,Dalcahue,1/1/11,0,0,0,0,0,0,0,0,0,3,2,1,0,0
11924,10205,Dalcahue,1/2/11,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11925,10205,Dalcahue,1/3/11,0,0,1,0,0,0,1,0,0,2,2,0,0,0
11926,10205,Dalcahue,1/4/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11927,10205,Dalcahue,1/5/11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11928,10205,Dalcahue,1/6/11,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11929,10205,Dalcahue,1/7/11,0,0,0,0,0,0,0,0,2,1,1,0,0,0
11930,10205,Dalcahue,1/8/11,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11931,10205,Dalcahue,1/9/11,0,0,0,0,0,0,0,0,0,1,1,0,0,1
11932,10205,Dalcahue,1/10/11,0,0,1,0,0,1,0,0,0,1,1,0,0,0
11933,10205,Dalcahue,1/11/11,0,0,0,0,0,0,0,0,1,1,1,0,0,0
11934,10205,Dalcahue,1/12/11,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11935,10205,Dalcahue,1/1/12,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11936,10205,Dalcahue,1/2/12,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11937,10205,Dalcahue,1/3/12,0,0,0,0,0,0,0,0,3,5,4,1,0,1
11938,10205,Dalcahue,1/4/12,1,0,0,0,0,0,0,0,0,2,1,1,0,0
11939,10205,Dalcahue,1/5/12,0,0,1,0,0,0,1,0,0,1,1,0,0,0
11940,10205,Dalcahue,1/6/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11941,10205,Dalcahue,1/7/12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11942,10205,Dalcahue,1/8/12,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11943,10205,Dalcahue,1/9/12,0,0,0,0,0,0,0,0,1,3,2,1,0,0
11944,10205,Dalcahue,1/10/12,0,0,0,0,0,0,0,0,0,2,1,1,0,0
11945,10205,Dalcahue,1/11/12,0,0,0,0,0,0,0,0,1,2,2,0,0,0
11946,10205,Dalcahue,1/12/12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11947,10205,Dalcahue,1/1/13,0,0,2,0,0,2,0,0,2,0,0,0,0,0
11948,10205,Dalcahue,1/2/13,1,0,0,0,0,0,0,0,0,2,2,0,0,0
11949,10205,Dalcahue,1/3/13,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11950,10205,Dalcahue,1/4/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11951,10205,Dalcahue,1/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11952,10205,Dalcahue,1/6/13,1,0,0,0,0,0,0,0,0,2,2,0,0,0
11953,10205,Dalcahue,1/7/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11954,10205,Dalcahue,1/8/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11955,10205,Dalcahue,1/9/13,0,0,1,0,0,0,1,0,1,1,0,1,0,0
11956,10205,Dalcahue,1/10/13,0,0,2,0,0,1,1,0,0,2,2,0,0,0
11957,10205,Dalcahue,1/11/13,0,0,0,0,0,0,0,0,1,1,1,0,0,0
11958,10205,Dalcahue,1/12/13,0,0,0,0,0,0,0,0,1,1,0,1,0,0
11959,10205,Dalcahue,1/1/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11960,10205,Dalcahue,1/2/14,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11961,10205,Dalcahue,1/3/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11962,10205,Dalcahue,1/4/14,0,0,0,0,0,0,0,0,1,2,2,0,0,0
11963,10205,Dalcahue,1/5/14,0,0,1,0,0,1,0,0,1,0,0,0,0,0
11964,10205,Dalcahue,1/6/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11965,10205,Dalcahue,1/7/14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11966,10205,Dalcahue,1/8/14,0,0,0,0,0,0,0,0,0,2,2,0,0,0
11967,10205,Dalcahue,1/9/14,0,0,0,0,0,0,0,0,0,2,1,1,0,0
11968,10205,Dalcahue,1/10/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11969,10205,Dalcahue,1/11/14,0,0,1,0,1,0,0,0,0,2,2,0,0,0
11970,10205,Dalcahue,1/12/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11971,10205,Dalcahue,1/1/15,0,0,0,0,0,0,0,0,0,4,4,0,0,0
11972,10205,Dalcahue,1/2/15,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11973,10205,Dalcahue,1/3/15,2,0,0,0,0,0,0,0,1,3,2,1,0,0
11974,10205,Dalcahue,1/4/15,1,0,0,0,0,0,0,0,1,2,1,1,0,0
11975,10205,Dalcahue,1/5/15,1,0,1,0,0,0,1,0,0,1,1,0,0,0
11976,10205,Dalcahue,1/6/15,0,0,0,0,0,0,0,0,0,3,1,2,0,0
11977,10205,Dalcahue,1/7/15,0,0,0,0,0,0,0,0,1,2,2,0,0,0
11978,10205,Dalcahue,1/8/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11979,10205,Dalcahue,1/9/15,0,0,0,0,0,0,0,0,0,3,2,1,0,0
11980,10205,Dalcahue,1/10/15,0,0,0,0,0,0,0,0,1,1,1,0,0,0
11981,10205,Dalcahue,1/11/15,1,0,0,0,0,0,0,0,1,1,0,1,0,0
11982,10205,Dalcahue,1/12/15,1,0,0,0,0,0,0,0,0,2,2,0,0,0
11983,10205,Dalcahue,1/1/16,0,0,0,0,0,0,0,0,0,2,2,0,0,0
11984,10205,Dalcahue,1/2/16,0,0,1,0,0,0,1,0,0,3,2,1,0,1
11985,10205,Dalcahue,1/3/16,0,0,0,0,0,0,0,0,0,2,1,1,0,0
11986,10205,Dalcahue,1/4/16,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11987,10205,Dalcahue,1/5/16,0,0,0,0,0,0,0,0,0,2,2,0,0,0
11988,10205,Dalcahue,1/6/16,0,0,0,0,0,0,0,0,0,2,1,1,0,0
11989,10205,Dalcahue,1/7/16,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11990,10205,Dalcahue,1/8/16,0,0,0,0,0,0,0,0,0,1,1,0,2,0
11991,10205,Dalcahue,1/9/16,0,0,1,0,0,1,0,0,3,3,3,0,0,0
11992,10205,Dalcahue,1/10/16,0,0,1,0,0,0,1,0,0,3,2,1,0,0
11993,10205,Dalcahue,1/11/16,0,0,1,0,0,1,0,0,0,2,2,0,0,0
11994,10205,Dalcahue,1/12/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11995,10205,Dalcahue,1/1/17,0,0,0,0,0,0,0,0,2,3,2,1,0,0
11996,10205,Dalcahue,1/2/17,0,0,1,0,0,0,1,0,1,1,1,0,0,0
11997,10205,Dalcahue,1/3/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11998,10205,Dalcahue,1/4/17,0,0,0,0,0,0,0,0,1,1,1,0,0,0
11999,10205,Dalcahue,1/5/17,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12000,10205,Dalcahue,1/6/17,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12001,3202,Diego de Almagro,1/1/05,0,0,2,0,0,0,1,1,3,5,3,2,0,0
12002,3202,Diego de Almagro,1/2/05,1,0,2,0,1,0,0,1,1,1,1,0,0,0
12003,3202,Diego de Almagro,1/3/05,0,0,6,0,2,1,3,0,3,8,7,1,0,0
12004,3202,Diego de Almagro,1/4/05,0,0,3,0,0,1,0,2,1,4,3,1,0,0
12005,3202,Diego de Almagro,1/5/05,1,0,1,0,0,0,1,0,2,4,4,0,0,0
12006,3202,Diego de Almagro,1/6/05,0,0,1,0,0,0,1,0,3,5,4,1,0,0
12007,3202,Diego de Almagro,1/7/05,0,0,5,0,0,5,0,0,3,12,10,2,0,0
12008,3202,Diego de Almagro,1/8/05,0,0,6,0,0,0,5,1,1,10,10,0,0,0
12009,3202,Diego de Almagro,1/9/05,0,0,2,0,0,1,1,0,0,5,5,0,0,0
12010,3202,Diego de Almagro,1/10/05,0,0,2,0,0,0,1,1,4,6,5,1,0,0
12011,3202,Diego de Almagro,1/11/05,0,0,1,0,0,0,1,0,7,7,6,1,0,0
12012,3202,Diego de Almagro,1/12/05,0,0,2,0,0,1,1,0,1,4,3,1,0,0
12013,3202,Diego de Almagro,1/1/06,0,0,0,0,0,0,0,0,0,4,3,1,0,0
12014,3202,Diego de Almagro,1/2/06,1,0,3,0,1,1,0,1,3,4,4,0,0,0
12015,3202,Diego de Almagro,1/3/06,0,0,1,0,0,0,1,0,0,9,7,2,1,0
12016,3202,Diego de Almagro,1/4/06,0,0,3,0,0,0,3,0,5,8,7,1,0,0
12017,3202,Diego de Almagro,1/5/06,1,0,1,0,0,0,1,0,1,10,5,5,0,1
12018,3202,Diego de Almagro,1/6/06,0,0,0,0,0,0,0,0,4,2,2,0,1,0
12019,3202,Diego de Almagro,1/7/06,1,1,2,0,0,1,0,1,3,1,0,1,0,0
12020,3202,Diego de Almagro,1/8/06,0,0,0,0,0,0,0,0,5,8,7,1,0,0
12021,3202,Diego de Almagro,1/9/06,0,0,2,0,0,0,2,0,2,6,5,1,1,0
12022,3202,Diego de Almagro,1/10/06,0,0,1,0,0,1,0,0,6,1,1,0,0,0
12023,3202,Diego de Almagro,1/11/06,0,0,2,0,0,0,2,0,0,3,2,1,0,0
12024,3202,Diego de Almagro,1/12/06,0,0,4,0,1,2,1,0,2,5,3,2,0,0
12025,3202,Diego de Almagro,1/1/07,0,0,0,0,0,0,0,0,4,1,1,0,0,0
12026,3202,Diego de Almagro,1/2/07,0,0,3,0,0,3,0,0,2,1,1,0,0,0
12027,3202,Diego de Almagro,1/3/07,2,0,1,0,0,0,1,0,5,5,5,0,0,0
12028,3202,Diego de Almagro,1/4/07,1,0,2,0,0,1,1,0,1,5,4,1,0,0
12029,3202,Diego de Almagro,1/5/07,2,0,1,0,0,0,1,0,4,2,1,1,0,0
12030,3202,Diego de Almagro,1/6/07,0,0,3,0,0,1,2,0,6,8,7,1,0,1
12031,3202,Diego de Almagro,1/7/07,0,0,1,0,0,1,0,0,2,6,4,2,0,0
12032,3202,Diego de Almagro,1/8/07,0,0,3,0,0,2,1,0,0,5,4,1,0,0
12033,3202,Diego de Almagro,1/9/07,2,0,3,0,0,0,3,0,1,12,12,0,0,0
12034,3202,Diego de Almagro,1/10/07,0,0,1,0,0,0,1,0,3,6,4,2,0,0
12035,3202,Diego de Almagro,1/11/07,1,0,2,0,0,2,0,0,7,12,8,4,0,0
12036,3202,Diego de Almagro,1/12/07,1,2,1,0,0,1,0,0,5,9,7,2,0,0
12037,3202,Diego de Almagro,1/1/08,1,0,0,0,0,0,0,0,2,5,3,2,0,0
12038,3202,Diego de Almagro,1/2/08,0,0,0,0,0,0,0,0,0,4,4,0,0,0
12039,3202,Diego de Almagro,1/3/08,0,0,2,0,0,1,1,0,2,7,6,1,0,0
12040,3202,Diego de Almagro,1/4/08,0,0,0,0,0,0,0,0,3,6,5,1,0,1
12041,3202,Diego de Almagro,1/5/08,2,0,2,0,0,0,1,1,0,1,0,1,0,0
12042,3202,Diego de Almagro,1/6/08,1,0,0,0,0,0,0,0,6,8,4,4,0,0
12043,3202,Diego de Almagro,1/7/08,0,0,0,0,0,0,0,0,2,11,10,1,0,0
12044,3202,Diego de Almagro,1/8/08,0,0,0,0,0,0,0,0,3,4,3,1,0,0
12045,3202,Diego de Almagro,1/9/08,0,0,1,0,0,0,1,0,3,3,2,1,0,0
12046,3202,Diego de Almagro,1/10/08,0,0,0,0,0,0,0,0,5,4,3,1,0,0
12047,3202,Diego de Almagro,1/11/08,0,0,0,0,0,0,0,0,1,7,5,2,0,0
12048,3202,Diego de Almagro,1/12/08,1,0,2,0,0,1,1,0,6,5,4,1,0,0
12049,3202,Diego de Almagro,1/1/09,0,0,0,0,0,0,0,0,3,3,1,2,0,0
12050,3202,Diego de Almagro,1/2/09,0,0,1,0,0,0,1,0,3,2,1,1,0,0
12051,3202,Diego de Almagro,1/3/09,0,1,2,0,0,1,1,0,3,7,6,1,0,0
12052,3202,Diego de Almagro,1/4/09,1,0,0,0,0,0,0,0,1,4,3,1,0,0
12053,3202,Diego de Almagro,1/5/09,0,1,1,0,0,1,0,0,5,4,4,0,0,0
12054,3202,Diego de Almagro,1/6/09,0,0,0,0,0,0,0,0,2,6,5,1,0,0
12055,3202,Diego de Almagro,1/7/09,1,0,0,0,0,0,0,0,2,3,3,0,0,0
12056,3202,Diego de Almagro,1/8/09,2,0,0,0,0,0,0,0,2,8,6,2,0,0
12057,3202,Diego de Almagro,1/9/09,1,0,0,0,0,0,0,0,4,6,4,2,0,0
12058,3202,Diego de Almagro,1/10/09,0,0,1,0,0,1,0,0,12,13,9,4,0,0
12059,3202,Diego de Almagro,1/11/09,1,0,2,0,0,1,1,0,3,8,5,3,0,0
12060,3202,Diego de Almagro,1/12/09,0,0,1,0,0,1,0,0,5,2,2,0,0,0
12061,3202,Diego de Almagro,1/1/10,0,0,0,0,0,0,0,0,1,3,2,1,0,0
12062,3202,Diego de Almagro,1/2/10,0,0,0,0,0,0,0,0,3,3,2,1,0,0
12063,3202,Diego de Almagro,1/3/10,0,0,0,0,0,0,0,0,0,4,3,1,0,0
